"","names","IsWinner","Year","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"368","1000hp - Godsmack",0,2014,2965069,3.94e-05,0.515,226467,0.95,3.75e-06,"2",0.0366,-3.918,"1",92.132,"4",0.464
"369","Low - Lenny Kravitz",0,2018,2927212,0.0516,0.803,318987,0.682,0.000223,"8",0.0456,-3.459,"0",106.431,"4",0.926
"370","Ants Marching - Dave Matthews Band",0,1994,1879861,0.0187,0.637,271187,0.856,1.99e-05,"2",0.0157,-4.34,"1",113.32,"4",0.846
"371","Fade In / Fade Out - NOTHING MORE",0,2017,376861,0.00879,0.411,364907,0.805,2.58e-05,"4",0.0819,-5.246,"0",83.479,"4",0.238
"372","Simulation Swarm - Big Thief",0,2022,565534,0.446,0.703,252734,0.578,0.0024,"1",0.102,-9.103,"1",105.204,"4",0.67
"373","N.I.B. - Black Sabbath",0,2017,6989919,0.0838,0.476,364493,0.556,1.59e-05,"4",0.125,-10.586,"0",103.122,"4",0.43
"374","Surrender - Godsmack",0,2023,2965069,0.00632,0.563,220839,0.949,2.06e-06,"0",0.335,-4.568,"1",170.022,"4",0.724
"375","Angel in Blue Jeans - Train",0,2014,4293620,0.0151,0.61,205973,0.817,9.09e-06,"0",0.0998,-4.775,"1",115.036,"4",0.688
"376","Here Without You - Acoustic - 3 Doors Down",0,2004,4093688,0.0198,0.547,232973,0.575,0,"10",0.205,-6.282,"0",143.752,"4",0.311
"377","The Promise - Tracy Chapman",0,1995,1469088,0.703,0.496,327867,0.0975,0.000714,"1",0.0951,-17.234,"1",141.397,"4",0.36
"378","Dear Chicago - Ryan Adams",0,2002,560455,0.75,0.341,132680,0.301,3.08e-06,"4",0.112,-11.074,"1",174.781,"4",0.297
"379","Dear Alcohol (feat. Elle King) - Elle King",0,2022,558167,0.207,0.815,188308,0.514,0,"1",0.118,-9.247,"1",130.021,"4",0.372
"380","Push - Matchbox Twenty",0,1996,2350118,0.0067,0.42,238667,0.672,0,"6",0.108,-7.902,"1",168.019,"4",0.476
"381","Hands Clean - Alanis Morissette",0,2002,2535001,0.00192,0.513,269400,0.82,2.83e-06,"7",0.504,-5.428,"1",99.952,"4",0.52
"382","Island In The Sun - Weezer",0,2001,3108370,0.00719,0.654,200307,0.81,0.00251,"4",0.165,-6.26,"0",114.623,"4",0.661
"383","Tighten Up - The Black Keys",0,2010,3867868,0.00121,0.504,211080,0.705,4.12e-06,"6",0.453,-6.179,"0",108.965,"4",0.567
"384","Marry Me - Train",0,2010,4293620,0.834,0.461,205453,0.267,2.03e-05,"0",0.107,-8.514,"1",87.918,"4",0.481
"385","Paul - Big Thief",0,2016,565534,0.215,0.477,183895,0.264,0.000321,"11",0.108,-11.536,"1",123.458,"4",0.171
"386","Dirty Little Thing - Velvet Revolver",0,2004,1430572,4.58e-05,0.269,236600,0.991,0.0652,"9",0.175,-3.82,"1",167.592,"4",0.283
"387","America's Sweetheart - Elle King",0,2015,558167,0.0208,0.528,245547,0.928,5.75e-06,"1",0.376,-3.925,"1",128.01,"4",0.4
"388","50 Ways to Say Goodbye - Train",0,2012,4293620,0.000284,0.591,247947,0.935,0.000278,"6",0.142,-2.664,"1",140.043,"4",0.736
"389","Cowgirl in the Sand - Neil Young",0,2013,2756298,0.879,0.435,204827,0.278,0,"9",0.152,-9.477,"0",136.726,"4",0.254
"390","Over You - Daughtry",0,2006,2026864,0.0174,0.425,204661,0.922,0,"3",0.104,-2.6,"1",156.045,"4",0.564
"391","Never You Mind - Semisonic",0,1998,415658,0.236,0.567,264507,0.858,1.53e-05,"3",0.104,-6.266,"1",119.959,"4",0.58
"392","My Sacrifice - Creed",0,2001,2952659,0.000101,0.32,294600,0.88,4.31e-06,"2",0.076,-6.035,"1",146.349,"4",0.257
"393","Moon River - Jeff Beck",0,2023,689288,0.298,0.511,304728,0.498,0.143,"7",0.114,-5.921,"1",172.017,"3",0.311
"394","Let It Happen - Tame Impala",0,2015,6574223,0.00462,0.602,467587,0.881,0.0266,"1",0.111,-5.875,"0",125.012,"4",0.577
"395","Square Hammer - Ghost",0,2016,2447436,3.31e-05,0.53,239293,0.903,0.182,"2",0.259,-4.396,"0",129.983,"4",0.747
"396","Ride - Twenty One Pilots",0,2015,23703309,0.00835,0.645,214507,0.713,0,"6",0.113,-5.355,"1",74.989,"4",0.566
"397","When The Curtain Falls - Greta Van Fleet",0,2018,2341237,0.0297,0.535,222960,0.975,0.126,"0",0.0482,-2.959,"1",96.004,"4",0.689
"398","High and Dry - Radiohead",0,1995,8278013,0.0724,0.419,257480,0.383,0.0176,"4",0.0896,-11.782,"1",87.568,"4",0.35
"399","Shot At The Night - The Killers",0,2013,6998448,0.0917,0.51,242507,0.802,0.0136,"5",0.109,-4.903,"1",185.927,"4",0.24
"400","Snow (Hey Oh) - Red Hot Chili Peppers",0,2006,19718671,0.116,0.427,334667,0.9,1.75e-05,"11",0.119,-3.674,"1",104.655,"4",0.599
"401","Robber's Highway - John Hiatt",0,2018,202880,0.905,0.572,264000,0.49,0.00624,"5",0.102,-7.804,"1",204.382,"4",0.782
"402","Dead Leaves and the Dirty Ground - The White Stripes",0,2001,2855807,0.46,0.305,182168,0.628,3.66e-05,"9",0.0899,-3.573,"0",80.389,"4",0.428
"403","All Of The Time - Jungle",0,2021,886702,0.0367,0.694,182040,0.874,0.0963,"5",0.955,-5.988,"0",130.007,"4",0.877
"404","If You're Gone - Matchbox Twenty",0,2000,2350118,0.427,0.544,274933,0.659,1.33e-06,"9",0.126,-7.191,"1",109.933,"4",0.361
"405","Jambi - TOOL",0,2006,3164317,0.000145,0.475,448613,0.831,0.854,"9",0.346,-7.419,"0",110.42,"3",0.521
"406","Stand by Me - Live at the Late Show with David Letterman - Tracy Chapman",0,2015,1469088,0.797,0.816,169013,0.144,7.81e-06,"7",0.485,-10.148,"1",99.678,"4",0.523
"407","Holding On - The War On Drugs",0,2017,883576,0.000611,0.444,350893,0.939,0.00986,"6",0.0453,-5.027,"1",150.084,"4",0.686
"408","Gamma Ray - Beck",0,2008,1437831,0.109,0.603,176920,0.909,0.249,"11",0.329,-4.213,"0",168.116,"4",0.7
"409","Awake My Soul - Mumford & Sons",0,2009,6495182,0.0607,0.267,255838,0.472,0.0299,"2",0.0896,-10.342,"1",86.22,"1",0.224
"410","Love Go By - Elle King",0,2023,558167,0.29,0.56,222680,0.607,2.43e-05,"0",0.114,-5.031,"1",85.917,"4",0.467
"411","Hand in My Pocket - 2015 Remaster - Alanis Morissette",0,1995,2535001,0.135,0.657,222013,0.655,0.00303,"0",0.102,-8.3,"1",92.259,"4",0.668
"412","Zen (with K.Flay & grandson) - K.Flay",0,2020,525860,0.125,0.723,215883,0.927,0,"6",0.0648,-4.326,"0",98.017,"4",0.874
"413","Hash Pipe - Weezer",0,2001,3108370,0.000121,0.578,186533,0.882,0.479,"7",0.284,-6.354,"1",125.603,"4",0.623
"414","Centipede - Dave Grohl",0,2013,211018,0.0348,0.314,310667,0.626,0.0354,"0",0.115,-7.403,"1",128.101,"4",0.379
"415","Home - Daughtry",0,2006,2026864,0.00217,0.443,255652,0.853,1.77e-06,"6",0.198,-3.885,"1",143.986,"4",0.338
"416","Lucky Man - The Verve",0,1997,2133985,0.255,0.407,293587,0.663,0.000166,"2",0.0913,-7.591,"1",75.989,"4",0.211
"417","Shy Away - Twenty One Pilots",0,2021,23703309,0.000818,0.588,175044,0.856,0.0739,"9",0.238,-5.242,"0",96.966,"4",0.635
"418","Wait for Me - Kings of Leon",0,2013,5220652,0.0263,0.488,210133,0.624,0.00223,"9",0.122,-8.357,"1",116.723,"4",0.308
"419","Plump - Hole",0,1994,1005549,0.00293,0.487,154200,0.847,0.0633,"9",0.102,-5.881,"1",128.862,"4",0.751
"420","Closer - Nine Inch Nails",0,1994,2320669,0.000242,0.547,373000,0.714,0.636,"10",0.122,-8.628,"0",89.996,"4",0.541
"421","Dark Necessities - Red Hot Chili Peppers",0,2016,19718671,0.0722,0.7,302000,0.742,0.0199,"5",0.11,-6.777,"0",91.959,"4",0.197
"422","Masterpiece - Big Thief",0,2016,565534,0.00115,0.415,230586,0.704,2.02e-05,"4",0.153,-7.825,"1",71.891,"4",0.395
"423","Mr. Crowley - Ozzy Osbourne",0,2020,4802169,0.212,0.307,302648,0.748,0.000153,"2",0.368,-6.514,"0",108.227,"4",0.347
"424","Live And Let Die - Live - Paul McCartney",0,2003,4416749,0.358,0.242,185000,0.929,0.00172,"7",0.973,-3.126,"1",150.376,"4",0.232
"425","Los Ageless - St. Vincent",0,2017,804933,0.0698,0.527,281347,0.716,8.71e-05,"5",0.0737,-6.029,"0",99.426,"4",0.331
"426","Songbird - Oasis",0,2002,8744140,0.274,0.491,127600,0.561,2.16e-06,"2",0.23,-6.396,"1",134.881,"4",0.543
"427","Time is Running Out - Muse",0,2004,7517585,0.00242,0.585,237040,0.842,0.00686,"9",0.0866,-5.883,"0",118.211,"4",0.428
"428","She's so Mean - Matchbox Twenty",0,2012,2350118,0.0136,0.672,232320,0.875,0,"0",0.279,-3.728,"1",118.014,"4",0.676
"429","I Found You - Alabama Shakes",0,2022,1589737,0.227,0.446,179653,0.758,0.0274,"7",0.122,-4.656,"1",109.873,"4",0.237
"430","Lady Mine (feat. Chad Kroeger) - Chad Kroeger",0,2022,59256,0.000276,0.454,243047,0.917,0,"7",0.347,-4.274,"1",90.057,"4",0.531
"431","Feels Like Tonight - Daughtry",0,2006,2026864,0.000817,0.482,238330,0.9,0,"6",0.124,-3.154,"1",130.996,"4",0.351
"432","I Belong To You - Lenny Kravitz",0,1998,2927212,0.000447,0.69,257733,0.664,0.0343,"5",0.073,-7.715,"0",87.286,"4",0.63
"433","The Sound - The 1975",0,2016,6713807,0.0875,0.646,248880,0.938,6.52e-06,"0",0.447,-4.735,"1",120.708,"4",0.545
"434","King - Florence + The Machine",0,2022,6399322,0.136,0.731,280131,0.45,0.000989,"6",0.107,-8.086,"0",105.989,"4",0.0856
"435","Fruits Of My Labor - Lucinda Williams",0,2003,227267,0.703,0.341,288133,0.234,0.000674,"8",0.108,-12.307,"1",176.463,"3",0.167
"436","Get Gone - Fiona Apple",0,1999,1197111,0.212,0.692,247600,0.4,1.55e-05,"10",0.559,-9.767,"0",130.228,"4",0.328
"437","Stay (ft. Gary Clark Jr.) - Gary Clark Jr.",0,2022,868777,0.384,0.729,231417,0.393,4.23e-06,"8",0.106,-7.624,"1",105.911,"4",0.202
"438","If You Ever Wanna Be In Love - James Bay Spotify Session 2015 - James Bay",0,2015,3902405,0.913,0.68,236787,0.315,0,"11",0.712,-8.425,"1",117.614,"4",0.361
"439","One - Creed",0,1997,2952659,2.14e-05,0.557,302533,0.933,8.66e-06,"6",0.117,-3.7,"0",110.946,"4",0.435
"440","A Thousand Shades (feat. Jeff Beck) - Jeff Beck",0,2022,689288,0.00107,0.371,266428,0.652,2.48e-06,"6",0.601,-3.838,"0",81.044,"4",0.204
"441","I Just Threw Out The Love Of My Dreams - Weezer",0,1996,3108370,0.00176,0.413,157960,0.967,1.09e-06,"6",0.101,-3.96,"0",130.451,"4",0.279
"442","My Shit's Fucked Up - Warren Zevon",0,2000,383799,0.77,0.755,165827,0.286,0.00308,"0",0.113,-14.017,"1",71.456,"4",0.591
"443","Shut Your Eyes - Snow Patrol",0,2006,2831564,0.151,0.693,197133,0.738,0.000177,"10",0.0987,-6.431,"0",124.995,"4",0.829
"444","House of Gold - Twenty One Pilots",0,2013,23703309,0.445,0.68,163880,0.693,0,"0",0.208,-7.234,"1",114.948,"4",0.851
"445","Taking Me Back - Jack White",0,2022,1309574,0.000816,0.674,239104,0.73,0.000364,"7",0.113,-6.766,"1",116.987,"4",0.419
"446","Walk Around the Moon - Dave Matthews Band",0,2023,1879861,0.675,0.614,289853,0.643,0.00453,"2",0.379,-7.774,"1",73.429,"4",0.269
"447","Psycho - Muse",0,2015,7517585,0.00114,0.555,316718,0.883,0.041,"2",0.868,-3.426,"1",125.02,"4",0.507
"448","Play - Dave Grohl",0,2018,211018,0.000308,0.197,1355938,0.837,0.752,"9",0.102,-8.958,"1",186.443,"4",0.136
"449","A-Punk - Vampire Weekend",0,2008,1856043,0.0103,0.551,137760,0.819,0.0437,"2",0.153,-4.489,"1",174.917,"4",0.846
"450","I Put a Spell on You (feat. Joss Stone) - Jeff Beck",0,2010,689288,0.433,0.681,182427,0.335,0.000189,"11",0.219,-10.479,"0",174.062,"3",0.749
"451","Stressed Out - Twenty One Pilots",0,2015,23703309,0.0462,0.734,202333,0.637,2.29e-05,"4",0.0602,-5.677,"0",169.977,"4",0.648
"452","Thank U - Alanis Morissette",0,1998,2535001,0.379,0.672,258773,0.616,2.73e-05,"0",0.0887,-5.764,"1",92.094,"4",0.566
"453","To Be Without You - Ryan Adams",0,2017,560455,0.0829,0.633,201507,0.405,0.324,"10",0.139,-10.494,"1",81.074,"4",0.562
"454","Change - Big Thief",0,2022,565534,0.83,0.633,295454,0.161,9.9e-05,"10",0.263,-12.892,"1",132.57,"4",0.546
"455","Queer - Garbage",0,1995,1101372,0.00577,0.553,276493,0.627,0.00143,"10",0.359,-7.505,"0",95.048,"4",0.396
"456","damn! (with Chad Kroeger) [Remix] - Chad Kroeger",0,2020,59256,0.28,0.779,124125,0.655,0.000481,"0",0.268,-6.812,"1",120.026,"4",0.884
"457","Sucker Train Blues - Velvet Revolver",0,2004,1430572,0.000292,0.261,267773,0.993,0.0029,"9",0.637,-5.622,"1",173.371,"4",0.0958
"458","Woman - Mumford & Sons",0,2018,6495182,0.643,0.586,274553,0.514,0.421,"1",0.11,-11.928,"0",156.96,"4",0.155
"459","Heroes - Peter Gabriel",0,2010,1534859,0.458,0.35,248707,0.241,0.2,"4",0.308,-15.806,"0",90.071,"4",0.0691
"460","Smile Like You Mean It - The Killers",0,2004,6998448,0.000461,0.346,234107,0.965,0.012,"3",0.214,-4.255,"0",125.043,"4",0.384
"461","Chocolate - Snow Patrol",0,2004,2831564,0.000542,0.575,181773,0.813,0.0032,"2",0.131,-4.34,"1",118.161,"4",0.422
"462","Stop Draggin' My Heart Around - Tom Petty and the Heartbreakers",0,2019,2527869,0.417,0.634,242773,0.644,0.00114,"4",0.178,-6.185,"0",107.167,"4",0.658
"463","Here Without You - 3 Doors Down",0,2002,4093688,0.0492,0.557,238733,0.533,0,"10",0.205,-6.817,"0",143.994,"4",0.233
"464","Another Way to Die - Jack White",0,2007,1309574,0.0239,0.486,262240,0.765,3.02e-05,"4",0.11,-4.23,"0",141.933,"4",0.386
"465","Sweet Old World - Lucinda Williams",0,1992,227267,0.476,0.642,243827,0.331,4.38e-06,"4",0.0977,-11.949,"1",107.339,"4",0.325
"466","Be Like That - 3 Doors Down",0,2000,4093688,0.00528,0.487,265907,0.702,4.97e-06,"7",0.129,-6.043,"1",95.982,"4",0.306
"467","Crazy - Aerosmith",0,1993,13501836,0.0454,0.348,316827,0.848,0,"6",0.143,-4.674,"0",162.189,"3",0.486
"468","The Hardest Button to Button - The White Stripes",0,2003,2855807,0.00666,0.694,212888,0.515,0.622,"4",0.0884,-8.663,"0",128.246,"4",0.566
"469","Hymn for the Weekend - Coldplay",0,2015,44692754,0.211,0.491,258267,0.693,6.92e-06,"0",0.325,-6.487,"0",90.027,"4",0.412
"470","Away From The Sun - 3 Doors Down",0,2002,4093688,0.0244,0.541,232067,0.677,0,"0",0.0854,-6.211,"1",131.922,"4",0.237
"471","It's Not Living (If It's Not With You) - The 1975",0,2018,6713807,0.000254,0.618,248336,0.837,0.000378,"1",0.0618,-5.338,"1",121.227,"4",0.526
"472","Tears in Heaven - Acoustic Live - Eric Clapton",0,1992,5388584,0.806,0.694,280000,0.331,0.00235,"9",0.707,-13,"1",79.055,"4",0.458
"473","Going Under - Evanescence",0,2003,3873075,0.00815,0.37,214947,0.858,2.12e-05,"11",0.229,-4.885,"0",175.077,"4",0.464
"474","Tulsa - Elle King",0,2023,558167,0.00406,0.595,162547,0.926,0.00013,"4",0.193,-4.063,"1",119.985,"3",0.801
"475","Teardrops - Bring Me The Horizon",0,2020,4856358,0.000323,0.497,215004,0.916,0,"7",0.36,-3.323,"1",96.051,"4",0.401
"476","The Melting Of The Sun - St. Vincent",0,2021,804933,0.609,0.52,257520,0.463,0.0014,"10",0.426,-10.429,"1",159.931,"4",0.469
"477","American Woman - Lenny Kravitz",0,1998,2927212,0.0304,0.688,264560,0.671,0,"1",0.0782,-7.872,"1",83.988,"4",0.537
"478","Sixteen Saltines - Jack White",0,2012,1309574,0.0136,0.603,155720,0.868,7.04e-06,"11",0.0767,-7.879,"0",131.532,"4",0.679
"479","Can't Stop - Red Hot Chili Peppers",0,2002,19718671,0.0179,0.618,269000,0.938,0,"9",0.167,-3.442,"1",91.455,"4",0.875
"480","Cirice - Ghost",0,2015,2447436,0.00254,0.555,362093,0.798,1.5e-05,"3",0.171,-5.658,"1",89.987,"4",0.284
"481","Wake Me up When September Ends - Green Day",0,2004,14066349,0.023,0.546,285653,0.814,0,"7",0.0972,-5.146,"1",104.98,"4",0.146
"482","Whiskey In The Jar - Metallica",0,1998,24938241,5.36e-06,0.511,304893,0.972,0.00101,"10",0.19,-3.751,"1",132.97,"4",0.532
"483","Bruises (feat. Ashley Monroe) - Train",0,2012,4293620,0.0131,0.63,231787,0.791,6.83e-06,"2",0.232,-4.497,"1",102.963,"4",0.491
"484","Tear in My Heart - Twenty One Pilots",0,2015,23703309,0.0189,0.655,188493,0.632,0,"2",0.0722,-4.802,"1",120.113,"4",0.447
"485","Mary Jane's Last Dance - Tom Petty and the Heartbreakers",0,2008,2527869,0.0272,0.464,273600,0.655,1.34e-06,"7",0.328,-9.058,"0",169.515,"4",0.531
"486","Can't Sleep - K.Flay",0,2014,525860,0.081,0.595,251973,0.48,0,"4",0.0938,-9.455,"0",145.562,"4",0.299
"487","One True Love - Semisonic",0,2001,415658,0.35,0.633,230173,0.657,2.3e-05,"7",0.0895,-6.691,"0",99.285,"4",0.377
"488","Isolation - Jeff Beck",0,2022,689288,0.00917,0.326,314522,0.813,0.000162,"2",0.127,-5.938,"1",136.784,"4",0.202
"489","Honky Tonk Women - The Rolling Stones",0,2019,12971817,0.225,0.56,182707,0.721,0.0339,"7",0.0453,-6.669,"1",119.285,"4",0.966
"490","Four Strong Winds - Live at Live 8, Molson Park, Barrie, 2nd July 2005 - Neil Young",0,2005,2756298,0.573,0.454,323741,0.454,0,"0",0.946,-8.516,"1",106.778,"4",0.272
"491","Think It Over - Mammoth WVH",0,2021,87041,0.000459,0.528,235120,0.942,0.00045,"4",0.118,-3.801,"1",124.073,"4",0.545
"492","Photograph - Nickelback",0,2005,6339797,0.000932,0.515,258920,0.876,0.000166,"8",0.136,-3.756,"1",145.916,"4",0.385
"493","Certainty - Big Thief",0,2022,565534,0.0208,0.611,187389,0.507,0.012,"9",0.222,-8.521,"1",76.578,"4",0.401
"494","World's Smallest Violin - AJR",0,2021,2923531,0.116,0.68,180743,0.696,0,"5",0.607,-6.977,"1",115.962,"4",0.684
"495","I Will Follow You into the Dark - Death Cab for Cutie",0,2005,1472671,0.924,0.517,189187,0.206,0,"5",0.118,-12.233,"1",80.401,"4",0.489
"496","Supermassive Black Hole - Muse",0,2006,7517585,0.0492,0.668,212440,0.921,0.00517,"7",0.0877,-3.727,"1",120,"4",0.782
"497","Buddy Holly - Weezer",0,1994,3108370,0.00271,0.556,159227,0.92,0.00021,"8",0.117,-4.606,"1",121.138,"4",0.771
"498","Rescued - Foo Fighters",0,2023,10992790,1.37e-05,0.274,258648,0.956,1.33e-06,"4",0.117,-4.978,"1",150.207,"4",0.339
"499","The Valley of The Pagans (feat. Beck) - Beck",0,2020,1437831,0.0778,0.75,181029,0.856,3.65e-05,"2",0.117,-5.802,"1",130.034,"4",0.94
"500","All Apologies (with Annie Clark, Kim Gordon, Joan Jett, Lorde & Pat Smear) - Live - Krist Novoselic",0,2018,6274,0.276,0.373,239643,0.554,0.00301,"2",0.939,-9.7,"1",114.336,"4",0.187
"501","The Dive Bar In My Heart - The Wallflowers",0,2021,760376,0.0923,0.564,211417,0.921,0.00136,"4",0.0965,-3.191,"1",124.147,"4",0.802
"502","Built By Nations - Greta Van Fleet",0,2021,2341237,0.000905,0.246,238985,0.945,0.606,"9",0.103,-3.809,"1",157.408,"4",0.318
"503","Slide Away - 2016 Remastered - The Verve",0,1993,2133985,0.017,0.306,243453,0.635,0.323,"2",0.0769,-7.566,"1",150.1,"4",0.221
"504","Drops - Jungle",0,2014,886702,0.853,0.703,173627,0.237,0.623,"5",0.0924,-14.281,"1",107.992,"4",0.179
"505","Into The Mystic - The Wallflowers",0,2003,760376,0.16,0.437,219173,0.724,0.000841,"3",0.096,-6.743,"1",169.381,"4",0.376
"506","Crossing Muddy Waters - John Hiatt",0,2000,202880,0.595,0.628,245055,0.488,0.04,"9",0.332,-9.926,"1",100.586,"4",0.491
"507","Funeral - Phoebe Bridgers",0,2017,1775452,0.947,0.218,232373,0.263,0.00028,"11",0.0919,-14.416,"1",170.724,"4",0.307
"508","Animals - Nickelback",0,2005,6339797,0.000734,0.572,186600,0.961,0.021,"7",0.207,-3.089,"1",76.998,"4",0.818
"509","Love Interruption - Jack White",0,2012,1309574,0.648,0.582,157973,0.365,1.03e-06,"9",0.147,-11.04,"1",93.856,"4",0.312
"510","Raw Raw - K.Flay",0,2023,525860,0.0479,0.637,177933,0.673,1e-05,"11",0.0948,-5.272,"0",124.059,"4",0.517
"511","Bat Country - Avenged Sevenfold",0,2005,6262809,0.000248,0.541,311813,0.968,8.28e-06,"0",0.423,-4.129,"1",125.04,"4",0.505
"512","Starlight - Muse",0,2006,7517585,0.000436,0.55,240213,0.874,1.02e-05,"4",0.206,-4.046,"1",121.61,"4",0.318
"513","The Cave - Mumford & Sons",0,2009,6495182,0.047,0.594,217984,0.51,7.27e-05,"4",0.0959,-9.621,"1",141.979,"4",0.368
"514","What About Now - Daughtry",0,2006,2026864,0.0724,0.358,253190,0.836,0,"9",0.15,-2.821,"0",162.007,"4",0.252
"515","Stuck In A Moment You Can't Get Out Of - U2",0,2000,11148674,0.391,0.524,271800,0.644,0.000246,"4",0.168,-4.986,"1",158.52,"4",0.324
"516","Miss World - Hole",0,1994,1005549,0.00204,0.331,180067,0.722,5.35e-05,"7",0.256,-8.461,"1",125.575,"4",0.349
"517","You Could Be Happy - Snow Patrol",0,2006,2831564,0.515,0.649,182147,0.314,7.47e-06,"5",0.0727,-9.718,"1",110.939,"4",0.243
"518","T.L.C. (TURNSTILE LOVE CONNECTION) - Turnstile",0,2021,416334,0.0108,0.415,102804,0.957,0.0147,"9",0.0945,-6.087,"1",129.892,"4",0.322
"519","WALLS - Kings of Leon",0,2016,5220652,0.505,0.56,329667,0.32,0.472,"8",0.11,-14.34,"1",82.511,"4",0.107
"520","Somebody to Shove (2022 Remaster) - Soul Asylum",0,1992,570643,0.00336,0.434,194733,0.909,0,"7",0.324,-6.381,"1",162.227,"4",0.356
"521","Plug in Baby - Muse",0,2001,7517585,6.94e-06,0.408,218000,0.965,0.000402,"2",0.11,-4.232,"1",136.018,"4",0.349
"522","One Last Breath - Creed",0,2001,2952659,0.00841,0.386,238240,0.677,0.00366,"2",0.341,-5.83,"1",126.602,"4",0.195
"523","Fly Like an Eagle - Chad Kroeger",0,2021,59256,0.00878,0.517,192586,0.892,3.88e-05,"4",0.237,-3.891,"0",98.996,"4",0.421
"524","Hold On - Alabama Shakes",0,2022,1589737,0.206,0.575,226187,0.666,0.341,"5",0.0852,-5.425,"1",88.311,"4",0.546
"525","Chocolate - The 1975",0,2013,6713807,0.00391,0.591,224640,0.94,0,"11",0.383,-4.341,"1",100.043,"4",0.676
"526","Casio - Jungle",0,2018,886702,0.431,0.816,234370,0.492,0.0896,"10",0.0995,-7.464,"0",115.989,"4",0.765
"527","Monkey Wrench - Foo Fighters",0,1997,10992790,1.83e-05,0.401,231480,0.953,2.56e-05,"4",0.149,-4.276,"1",174.217,"4",0.555
"528","Rock And Roll Dreams Come Through - Meat Loaf",0,1993,1034322,0.169,0.564,350867,0.888,0.000101,"0",0.182,-3.389,"1",112.234,"4",0.461
"529","Come Together - Gary Clark Jr.",0,2017,868777,0.00257,0.447,193714,0.788,1.68e-05,"2",0.0744,-4.994,"0",80.04,"4",0.505
"530","My Universe - Coldplay",0,2021,44692754,0.0114,0.573,226198,0.711,0,"1",0.328,-6.268,"0",105.006,"4",0.47
"531","Moon Song - Phoebe Bridgers",0,2020,1775452,0.869,0.339,277677,0.243,0.00369,"1",0.107,-12.512,"1",154.909,"3",0.183
"532","Tourniquet - Evanescence",0,2003,3873075,0.00505,0.204,278067,0.898,0.0107,"4",0.31,-5.859,"0",98.943,"4",0.14
"533","Ignorance - Paramore",0,2009,7803541,0.00109,0.522,218627,0.964,0.000389,"11",0.0387,-2.645,"0",170.944,"4",0.51
"534","Devils Haircut - Beck",0,1996,1437831,0.133,0.684,195440,0.771,0.00112,"7",0.169,-4.734,"1",123.22,"4",0.797
"535","Do You Really Want It - NOTHING MORE",0,2017,376861,8.6e-05,0.223,233333,0.891,0.000422,"7",0.107,-4.918,"1",170.6,"4",0.558
"536","Hunted Down - Soundgarden",0,2010,4010341,0.00526,0.344,160373,0.959,0.733,"1",0.301,-6.094,"1",165.704,"4",0.395
"537","Doll Parts - Hole",0,1994,1005549,0.147,0.245,211960,0.542,4.05e-06,"7",0.102,-7.159,"1",204.824,"4",0.365
"538","Nausea - Dave Grohl",0,2021,211018,0.000113,0.593,209322,0.826,0.662,"11",0.416,-8.152,"0",121.221,"4",0.407
"539","Waiting for Superman - Daughtry",0,2013,2026864,0.0029,0.555,266960,0.682,0,"0",0.0662,-5.711,"1",105.987,"4",0.383
"540","Little Lion Man - Mumford & Sons",0,2009,6495182,0.0234,0.52,247002,0.496,2.05e-05,"5",0.0905,-8.121,"1",138.81,"4",0.496
"541","Called Out In The Dark - Snow Patrol",0,2011,2831564,0.0175,0.726,241933,0.712,1.07e-05,"0",0.0826,-4.68,"1",120.003,"4",0.961
"542","When I Grow Up - Garbage",0,1998,1101372,0.000772,0.581,204528,0.841,2.52e-05,"7",0.754,-7.183,"0",139.873,"4",0.742
"543","Don't Stop Dancing - Creed",0,2001,2952659,0.00645,0.347,272867,0.576,0,"7",0.342,-4.701,"1",137.622,"4",0.139
"544","Baby - Brittany Howard",0,2019,200535,0.63,0.578,146724,0.622,0.0076,"4",0.108,-8.016,"0",102.078,"4",0.461
"545","Savin' Me - Nickelback",0,2005,6339797,0.000731,0.441,219320,0.815,0,"3",0.414,-4.088,"1",164.007,"4",0.522
"546","You Can't Fix This - Dave Grohl",0,2013,211018,0.00917,0.666,356987,0.789,0.00491,"9",0.0833,-6.217,"0",117.957,"4",0.322
"547","Hey, Soul Sister - Train",0,2010,4293620,0.185,0.673,216773,0.886,0,"1",0.0826,-4.44,"0",97.012,"4",0.795
"548","The Denial Twist - The White Stripes",0,2005,2855807,0.337,0.514,155773,0.756,0,"10",0.135,-7.988,"0",90.307,"4",0.764
"549","Seven Nation Army - The Glitch Mob Remix - The White Stripes",0,2021,2855807,0.152,0.701,257022,0.844,0.626,"4",0.194,-6.629,"1",120.04,"4",0.198
"550","Sexual Healing - Live at Grand Forks Airbase, Grand Forks, ND - June 1997 - Soul Asylum",0,2004,570643,0.135,0.622,279267,0.738,3.17e-05,"2",0.998,-9.104,"1",96.188,"4",0.445
"551","Phantom Of The Opera - Ghost",0,2023,2447436,2.13e-05,0.257,443387,0.914,0.328,"10",0.0348,-4.923,"1",109.05,"4",0.542
"552","Transatlanticism - Death Cab for Cutie",0,2003,1472671,0.388,0.44,475093,0.446,0.586,"9",0.179,-9.923,"1",127.407,"4",0.196
